cycle,time_range,wind_ms,temp_air_c,temp_pv_c,irradiance_poa_wm2,p_431_mw,q_431_mvar,p_calc_irr_mw,p_meter_431_mw,dhd_mw,a0_mw,selected_mw,dev_dhd_pct,dev_a0_pct,p_setpoint_agc_mw,p_curtail_mw,evaluation,date,source_file,datetime,month,day,hour,minute,day_of_year,is_daytime,hour_float,hour_sin,hour_cos,doy_sin,doy_cos,irradiance_poa_wm2_lag1,irradiance_poa_wm2_lag2,temp_air_c_lag1,temp_pv_c_lag1,wind_ms_lag1,p_meter_431_mw_lag1
25,12:00 - 12:30,1.2,32.2,55.3,961.1,25.7,2.2,40.0,25.662,34.337,36.935,36.935,2.997975000000004,-4.341375000000003,0.0,-1.9848421640663432,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 12:00:00,3,2,12,0,61,True,12.0,1.2246467991473532e-16,-1.0,0.8670985522812081,0.4981366284784055,949.7,867.9,32.0,55.7,1.1,35.046
26,12:30 - 13:00,1.2,33.6,57.3,949.9,35.6,4.8,39.2,35.645,33.042,36.332,36.332,4.751377551020415,-4.732551020408139,0.0,0.0,12h47: AGC Local,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 12:30:00,3,2,12,30,61,True,12.5,-0.13052619222005177,-0.9914448613738104,0.8670985522812081,0.4981366284784055,961.1,949.7,32.2,55.3,1.2,25.662
27,13:00 - 13:30,1.3,33.6,57.5,916.5,33.1,2.3,37.8,33.265,31.249,34.795,34.795,6.583677248677251,-4.016798941798937,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 13:00:00,3,2,13,0,61,True,13.0,-0.2588190451025208,-0.9659258262890683,0.8670985522812081,0.4981366284784055,949.9,961.1,33.6,57.3,1.2,35.645
28,13:30 - 14:00,0.9,33.7,56.5,879.8,32.9,6.6,36.4,33.131,29.064,32.162,32.162,9.773846153846167,0.1564285714285836,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 13:30:00,3,2,13,30,61,True,13.5,-0.38268343236508967,-0.9238795325112868,0.8670985522812081,0.4981366284784055,916.5,949.9,33.6,57.5,1.3,33.265
29,14:00 - 14:30,0.8,33.8,54.2,785.4,29.8,3.6,32.9,29.998,26.333,29.121,29.121,9.555349544072955,-0.020455927051664012,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 14:00:00,3,2,14,0,61,True,14.0,-0.4999999999999997,-0.8660254037844388,0.8670985522812081,0.4981366284784055,879.8,916.5,33.7,56.5,0.9,33.131
30,14:30 - 15:00,1.0,33.4,47.3,464.0,19.8,0.6,20.0,19.948,24.548,25.798,25.798,-38.696199999999976,-45.75869999999998,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 14:30:00,3,2,14,30,61,True,14.5,-0.6087614290087207,-0.7933533402912352,0.8670985522812081,0.4981366284784055,785.4,879.8,33.8,54.2,0.8,29.998
31,15:00 - 15:30,1.1,32.7,45.1,459.0,18.6,-5.6,20.1,18.673,20.958,22.043,22.043,-17.82358208955221,-23.923333333333307,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 15:00:00,3,2,15,0,61,True,15.0,-0.7071067811865471,-0.7071067811865479,0.8670985522812081,0.4981366284784055,464.0,785.4,33.4,47.3,1.0,19.948
32,15:30 - 16:00,0.9,31.9,42.0,382.2,16.6,-8.5,16.9,16.558,17.179,17.949,17.949,-14.865502958579867,-20.014023668639066,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 15:30:00,3,2,15,30,61,True,15.5,-0.7933533402912349,-0.6087614290087209,0.8670985522812081,0.4981366284784055,459.0,464.0,32.7,45.1,1.1,18.673
33,16:00 - 16:30,1.0,31.7,38.6,309.0,13.1,-6.1,13.9,13.194,13.517,13.715,13.715,-9.886402877697826,-11.496043165467606,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 16:00:00,3,2,16,0,61,True,16.0,-0.8660254037844385,-0.5000000000000004,0.8670985522812081,0.4981366284784055,382.2,459.0,31.9,42.0,0.9,16.558
34,16:30 - 17:00,1.1,30.8,34.6,185.8,7.9,-3.7,8.5,8.0387,9.964,9.375,9.375,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 16:30:00,3,2,16,30,61,True,16.5,-0.9238795325112868,-0.3826834323650895,0.8670985522812081,0.4981366284784055,309.0,382.2,31.7,38.6,1.0,13.194
35,17:00 - 17:30,1.0,29.1,30.5,82.2,3.3,-0.5,3.8,3.4048000000000003,6.85,5.47,5.47,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 17:00:00,3,2,17,0,61,True,17.0,-0.9659258262890683,-0.25881904510252063,0.8670985522812081,0.4981366284784055,185.8,309.0,30.8,34.6,1.1,8.0387
36,17:30 - 18:00,0.8,27.7,27.1,17.1,0.6,0.0,0.8,0.6452,4.351,2.115,2.115,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 17:30:00,3,2,17,30,61,False,17.5,-0.9914448613738104,-0.13052619222005163,0.8670985522812081,0.4981366284784055,82.2,185.8,29.1,30.5,1.0,3.4048000000000003
37,18:00 - 18:30,0.6,26.8,24.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 18:00:00,3,2,18,0,61,False,18.0,-1.0,-1.8369701987210297e-16,0.8670985522812081,0.4981366284784055,17.1,82.2,27.7,27.1,0.8,0.6452
38,18:30 - 19:00,0.5,26.2,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 18:30:00,3,2,18,30,61,False,18.5,-0.9914448613738105,0.13052619222005127,0.8670985522812081,0.4981366284784055,1.0,17.1,26.8,24.3,0.6,0.0
39,19:00 - 19:30,0.4,25.6,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 19:00:00,3,2,19,0,61,False,19.0,-0.9659258262890684,0.2588190451025203,0.8670985522812081,0.4981366284784055,0.0,1.0,26.2,22.9,0.5,0.0
40,19:30 - 20:00,0.5,25.1,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 19:30:00,3,2,19,30,61,False,19.5,-0.923879532511287,0.38268343236508917,0.8670985522812081,0.4981366284784055,0.0,0.0,25.6,22.5,0.4,0.0
41,20:00 - 20:30,0.3,24.9,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 20:00:00,3,2,20,0,61,False,20.0,-0.8660254037844386,0.5000000000000001,0.8670985522812081,0.4981366284784055,0.0,0.0,25.1,22.3,0.5,0.0
42,20:30 - 21:00,0.6,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 20:30:00,3,2,20,30,61,False,20.5,-0.7933533402912357,0.6087614290087199,0.8670985522812081,0.4981366284784055,0.0,0.0,24.9,22.2,0.3,0.0
43,21:00 - 21:30,0.7,24.3,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 21:00:00,3,2,21,0,61,False,21.0,-0.7071067811865477,0.7071067811865474,0.8670985522812081,0.4981366284784055,0.0,0.0,25.0,22.0,0.6,0.0
44,21:30 - 22:00,0.7,23.6,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 21:30:00,3,2,21,30,61,False,21.5,-0.608761429008721,0.7933533402912349,0.8670985522812081,0.4981366284784055,0.0,0.0,24.3,21.8,0.7,0.0
45,22:00 - 22:30,0.4,23.3,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 22:00:00,3,2,22,0,61,False,22.0,-0.5000000000000004,0.8660254037844384,0.8670985522812081,0.4981366284784055,0.0,0.0,23.6,21.6,0.7,0.0
46,22:30 - 23:00,0.4,23.1,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 22:30:00,3,2,22,30,61,False,22.5,-0.38268343236508956,0.9238795325112868,0.8670985522812081,0.4981366284784055,0.0,0.0,23.3,21.5,0.4,0.0
47,23:00 - 23:30,0.5,22.8,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 23:00:00,3,2,23,0,61,False,23.0,-0.25881904510252157,0.9659258262890681,0.8670985522812081,0.4981366284784055,0.0,0.0,23.1,21.3,0.4,0.0
48,23:30 - 00:00,0.7,22.9,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 23:30:00,3,2,23,30,61,False,23.5,-0.13052619222005168,0.9914448613738104,0.8670985522812081,0.4981366284784055,0.0,0.0,22.8,21.2,0.5,0.0
1,00:00 - 00:30,0.5,22.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 00:00:00,3,3,0,0,62,False,0.0,0.0,1.0,0.8755389928586302,0.4831474640149687,0.0,0.0,22.9,21.1,0.7,0.0
2,00:30 - 01:00,0.5,22.1,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 00:30:00,3,3,0,30,62,False,0.5,0.13052619222005157,0.9914448613738104,0.8755389928586302,0.4831474640149687,0.0,0.0,22.6,21.0,0.5,0.0
3,01:00 - 01:30,0.4,21.9,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 01:00:00,3,3,1,0,62,False,1.0,0.25881904510252074,0.9659258262890683,0.8755389928586302,0.4831474640149687,0.0,0.0,22.1,20.8,0.5,0.0
4,01:30 - 02:00,0.4,21.7,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 01:30:00,3,3,1,30,62,False,1.5,0.3826834323650898,0.9238795325112867,0.8755389928586302,0.4831474640149687,0.0,0.0,21.9,20.5,0.4,0.0
5,02:00 - 02:30,0.4,21.4,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 02:00:00,3,3,2,0,62,False,2.0,0.49999999999999994,0.8660254037844387,0.8755389928586302,0.4831474640149687,0.0,0.0,21.7,20.6,0.4,0.0
6,02:30 - 03:00,0.5,21.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 02:30:00,3,3,2,30,62,False,2.5,0.6087614290087207,0.7933533402912352,0.8755389928586302,0.4831474640149687,0.0,0.0,21.4,20.4,0.4,0.0
7,03:00 - 03:30,0.7,21.2,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 03:00:00,3,3,3,0,62,False,3.0,0.7071067811865476,0.7071067811865476,0.8755389928586302,0.4831474640149687,0.0,0.0,21.3,20.3,0.5,0.0
8,03:30 - 04:00,0.6,21.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 03:30:00,3,3,3,30,62,False,3.5,0.7933533402912352,0.6087614290087207,0.8755389928586302,0.4831474640149687,0.0,0.0,21.2,20.3,0.7,0.0
9,04:00 - 04:30,0.5,20.9,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 04:00:00,3,3,4,0,62,False,4.0,0.8660254037844386,0.5000000000000001,0.8755389928586302,0.4831474640149687,0.0,0.0,21.0,20.3,0.6,0.0
10,04:30 - 05:00,0.4,20.6,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 04:30:00,3,3,4,30,62,False,4.5,0.9238795325112867,0.38268343236508984,0.8755389928586302,0.4831474640149687,0.0,0.0,20.9,20.1,0.5,0.0
11,05:00 - 05:30,0.4,20.7,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 05:00:00,3,3,5,0,62,False,5.0,0.9659258262890683,0.25881904510252074,0.8755389928586302,0.4831474640149687,0.0,0.0,20.6,19.9,0.4,0.0
12,05:30 - 06:00,0.6,20.9,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 05:30:00,3,3,5,30,62,False,5.5,0.9914448613738104,0.1305261922200517,0.8755389928586302,0.4831474640149687,0.0,0.0,20.7,19.8,0.4,0.0
13,06:00 - 06:30,0.7,21.3,20.7,30.0,1.5,1.1,14.0,1.5,0.26,0.29,0.29,97.90142857142858,97.65928571428572,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 06:00:00,3,3,6,0,62,True,6.0,1.0,6.123233995736766e-17,0.8755389928586302,0.4831474640149687,0.0,0.0,20.9,20.0,0.6,0.0
14,06:30 - 07:00,0.6,22.7,23.1,128.3,4.9,11.8,6.1,4.9,5.35,2.8,2.8,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 06:30:00,3,3,6,30,62,True,6.5,0.9914448613738104,-0.1305261922200516,0.8755389928586302,0.4831474640149687,30.0,0.0,21.3,20.7,0.7,1.5
15,07:00 - 07:30,0.4,21.6,26.9,249.2,10.5,10.5,11.7,10.5,8.6,6.9,6.9,16.94017094017095,33.35897435897436,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 07:00:00,3,3,7,0,62,True,7.0,0.9659258262890683,-0.25881904510252063,0.8755389928586302,0.4831474640149687,128.3,30.0,22.7,23.1,0.6,4.9
16,07:30 - 08:00,0.7,27.2,31.4,353.2,15.3,13.0,16.3,15.3,15.33,12.15,12.15,-6.275460122699364,15.769938650306752,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 07:30:00,3,3,7,30,62,True,7.5,0.9238795325112868,-0.3826834323650895,0.8755389928586302,0.4831474640149687,249.2,128.3,21.6,26.9,0.4,10.5
17,08:00 - 08:30,0.6,29.5,38.0,476.6,20.5,10.8,21.4,20.5,20.36,17.28,17.28,-7.508411214953271,8.755140186915886,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 08:00:00,3,3,8,0,62,True,8.0,0.8660254037844387,-0.4999999999999998,0.8755389928586302,0.4831474640149687,353.2,249.2,27.2,31.4,0.7,15.3
18,08:30 - 09:00,0.7,30.3,44.2,595.7,24.6,12.2,26.1,24.6,23.21,21.87,21.87,-0.4877394636015256,5.313793103448292,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 08:30:00,3,3,8,30,62,True,8.5,0.7933533402912352,-0.6087614290087207,0.8755389928586302,0.4831474640149687,476.6,353.2,29.5,38.0,0.6,20.5
19,09:00 - 09:30,0.9,30.0,48.7,709.4,28.4,9.8,30.4,28.4,26.47,25.71,25.71,1.6082236842105297,4.4332236842105255,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 09:00:00,3,3,9,0,62,True,9.0,0.7071067811865476,-0.7071067811865475,0.8755389928586302,0.4831474640149687,595.7,476.6,30.3,44.2,0.7,24.6
20,09:30 - 10:00,1.1,31.0,51.6,798.2,31.4,6.7,33.8,31.4,28.76,28.87,28.87,3.849704142011839,3.481952662721883,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 09:30:00,3,3,9,30,62,True,9.5,0.6087614290087209,-0.793353340291235,0.8755389928586302,0.4831474640149687,709.4,595.7,30.0,48.7,0.9,28.4
21,10:00 - 10:30,1.2,30.7,52.3,866.6,33.6,6.8,36.6,33.6,30.78,31.64,31.64,4.968852459016403,2.313661202185797,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 10:00:00,3,3,10,0,62,True,10.0,0.49999999999999994,-0.8660254037844387,0.8755389928586302,0.4831474640149687,798.2,709.4,31.0,51.6,1.1,31.4
22,10:30 - 11:00,1.2,31.4,54.1,927.6,35.3,9.5,38.8,35.3,32.73,34.14,34.14,4.678092783505158,0.5716494845360871,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 10:30:00,3,3,10,30,62,True,10.5,0.3826834323650899,-0.9238795325112867,0.8755389928586302,0.4831474640149687,866.6,798.2,30.7,52.3,1.2,33.6
23,11:00 - 11:30,1.0,32.4,56.4,968.4,36.4,5.0,40.1,36.4,34.07,35.94,35.94,3.992269326683299,-1.2773067331670644,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 11:00:00,3,3,11,0,62,True,11.0,0.258819045102521,-0.9659258262890682,0.8755389928586302,0.4831474640149687,927.6,866.6,31.4,54.1,1.2,35.3
24,11:30 - 12:00,1.0,33.6,58.0,981.33,36.6,2.8,40.3,36.6,34.62,36.85,36.85,2.9265508684863555,-3.326302729528533,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 11:30:00,3,3,11,30,62,True,11.5,0.130526192220052,-0.9914448613738104,0.8755389928586302,0.4831474640149687,968.4,927.6,32.4,56.4,1.0,36.4
25,12:00 - 12:30,1.3,33.1,58.6,981.8,36.6,2.2,40.2,36.6,34.34,36.94,36.94,3.47213930348259,-3.8363184079601838,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 12:00:00,3,3,12,0,62,True,12.0,1.2246467991473532e-16,-1.0,0.8755389928586302,0.4831474640149687,981.33,968.4,33.6,58.0,1.0,36.6
26,12:30 - 13:00,1.0,33.6,59.2,895.0,32.8,8.1,36.6,32.8,33.04,36.33,36.33,-2.0087431693988846,-12.166393442622931,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 12:30:00,3,3,12,30,62,True,12.5,-0.13052619222005177,-0.9914448613738104,0.8755389928586302,0.4831474640149687,981.8,981.33,33.1,58.6,1.3,36.6
27,13:00 - 13:30,0.9,35.1,59.3,901.6,33.1,16.5,36.8,33.1,31.25,34.8,34.8,4.042119565217384,-6.858695652173897,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 13:00:00,3,3,13,0,62,True,13.0,-0.2588190451025208,-0.9659258262890683,0.8755389928586302,0.4831474640149687,895.0,981.8,33.6,59.2,1.0,32.8
28,13:30 - 14:00,0.9,34.7,57.0,789.8,29.4,18.1,32.6,29.4,29.06,32.16,32.16,-0.7294478527607144,-11.47484662576685,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 13:30:00,3,3,13,30,62,True,13.5,-0.38268343236508967,-0.9238795325112868,0.8755389928586302,0.4831474640149687,901.6,895.0,35.1,59.3,0.9,33.1
29,14:00 - 14:30,0.8,34.3,53.3,713.0,26.1,17.7,30.0,26.1,26.33,29.12,29.12,0.8236666666666773,-9.68533333333333,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 14:00:00,3,3,14,0,62,True,14.0,-0.4999999999999997,-0.8660254037844388,0.8755389928586302,0.4831474640149687,789.8,901.6,34.7,57.0,0.9,29.4
30,14:30 - 15:00,0.9,33.7,49.5,557.2,21.2,14.4,23.8,21.2,24.55,25.8,25.8,-16.560924369747887,-22.49579831932771,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 14:30:00,3,3,14,30,62,True,14.5,-0.6087614290087207,-0.7933533402912352,0.8755389928586302,0.4831474640149687,713.0,789.8,34.3,53.3,0.8,26.1
31,15:00 - 15:30,1.2,33.6,47.5,601.9,24.2,9.2,26.0,24.2,20.96,22.04,22.04,8.904615384615388,4.210769230769242,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 15:00:00,3,3,15,0,62,True,15.0,-0.7071067811865471,-0.7071067811865479,0.8755389928586302,0.4831474640149687,557.2,713.0,33.7,49.5,0.9,21.2
32,15:30 - 16:00,1.4,32.6,42.2,403.7,16.7,7.9,17.8,16.7,17.18,17.95,17.95,-9.064044943820216,-13.95224719101121,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 15:30:00,3,3,15,30,62,True,15.5,-0.7933533402912349,-0.6087614290087209,0.8755389928586302,0.4831474640149687,601.9,557.2,33.6,47.5,1.2,24.2
33,16:00 - 16:30,1.6,31.0,35.4,98.1,8.1,7.2,9.0,8.1,13.52,13.72,13.72,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 16:00:00,3,3,16,0,62,True,16.0,-0.8660254037844385,-0.5000000000000004,0.8755389928586302,0.4831474640149687,403.7,601.9,32.6,42.2,1.4,16.7
34,16:30 - 17:00,1.3,29.8,32.5,95.7,4.1,2.8,4.4,4.1,9.96,9.38,9.38,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 16:30:00,3,3,16,30,62,True,16.5,-0.9238795325112868,-0.3826834323650895,0.8755389928586302,0.4831474640149687,98.1,403.7,31.0,35.4,1.6,8.1
35,17:00 - 17:30,1.1,28.9,28.9,39.3,1.6,3.6,1.8,1.6,6.85,5.47,5.47,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 17:00:00,3,3,17,0,62,True,17.0,-0.9659258262890683,-0.25881904510252063,0.8755389928586302,0.4831474640149687,95.7,98.1,29.8,32.5,1.3,4.1
36,17:30 - 18:00,0.8,28.1,27.2,14.5,0.8,3.1,0.7,0.8,4.35,2.12,2.12,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 17:30:00,3,3,17,30,62,False,17.5,-0.9914448613738104,-0.13052619222005163,0.8755389928586302,0.4831474640149687,39.3,95.7,28.9,28.9,1.1,1.6
37,18:00 - 18:30,0.9,27.5,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 18:00:00,3,3,18,0,62,False,18.0,-1.0,-1.8369701987210297e-16,0.8755389928586302,0.4831474640149687,14.5,39.3,28.1,27.2,0.8,0.8
38,18:30 - 19:00,0.8,26.9,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 18:30:00,3,3,18,30,62,False,18.5,-0.9914448613738105,0.13052619222005127,0.8755389928586302,0.4831474640149687,0.0,14.5,27.5,25.6,0.9,0.0
39,19:00 - 19:30,0.6,26.4,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 19:00:00,3,3,19,0,62,False,19.0,-0.9659258262890684,0.2588190451025203,0.8755389928586302,0.4831474640149687,0.0,0.0,26.9,25.2,0.8,0.0
40,19:30 - 20:00,0.8,26.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 19:30:00,3,3,19,30,62,False,19.5,-0.923879532511287,0.38268343236508917,0.8755389928586302,0.4831474640149687,0.0,0.0,26.4,24.7,0.6,0.0
41,20:00 - 20:30,0.9,26.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 20:00:00,3,3,20,0,62,False,20.0,-0.8660254037844386,0.5000000000000001,0.8755389928586302,0.4831474640149687,0.0,0.0,26.2,25.0,0.8,0.0
42,20:30 - 21:00,0.8,25.7,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 20:30:00,3,3,20,30,62,False,20.5,-0.7933533402912357,0.6087614290087199,0.8755389928586302,0.4831474640149687,0.0,0.0,26.0,24.5,0.9,0.0
43,21:00 - 21:30,0.4,25.5,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 21:00:00,3,3,21,0,62,False,21.0,-0.7071067811865477,0.7071067811865474,0.8755389928586302,0.4831474640149687,0.0,0.0,25.7,23.9,0.8,0.0
44,21:30 - 22:00,0.4,25.5,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 21:30:00,3,3,21,30,62,False,21.5,-0.608761429008721,0.7933533402912349,0.8755389928586302,0.4831474640149687,0.0,0.0,25.5,24.1,0.4,0.0
45,22:00 - 22:30,0.6,25.1,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 22:00:00,3,3,22,0,62,False,22.0,-0.5000000000000004,0.8660254037844384,0.8755389928586302,0.4831474640149687,0.0,0.0,25.5,24.1,0.4,0.0
46,22:30 - 23:00,0.3,24.7,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 22:30:00,3,3,22,30,62,False,22.5,-0.38268343236508956,0.9238795325112868,0.8755389928586302,0.4831474640149687,0.0,0.0,25.1,23.2,0.6,0.0
47,23:00 - 23:30,0.3,24.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 23:00:00,3,3,23,0,62,False,23.0,-0.25881904510252157,0.9659258262890681,0.8755389928586302,0.4831474640149687,0.0,0.0,24.7,22.7,0.3,0.0
48,23:30 - 00:00,0.3,24.3,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-03,Bao cao ngay DHD 03-03-2025.xlsx,2025-03-03 23:30:00,3,3,23,30,62,False,23.5,-0.13052619222005168,0.9914448613738104,0.8755389928586302,0.4831474640149687,0.0,0.0,24.5,22.5,0.3,0.0
